,GAP
1957,-36564.0
1958,-37203.0
1959,-37252.0
1960,-37422.0
1961,-37760.0
1962,-38483.0
1963,-38620.0
1964,-38790.0
1965,-38807.0
1966,-38921.0
1967,-39071.0
1968,-39156.0
1969,-39426.0
1970,-39549.0
1971,-39583.0
1972,-39586.0
1973,-39621.0
1974,-39664.0
1975,-40158.0
1976,-40797.0
1977,-41012.0
1978,-41166.0
1979,-41357.0
1980,-41440.0
1981,-42250.0
1982,-42432.0
1983,-42437.0
1984,-42734.0
1985,-42756.0
1986,-43051.0
1987,-43064.0
1988,-43089.0
1989,-43108.0
1990,-43130.0
1991,-43135.0
1992,-43142.0
1993,-43143.0
1994,-43151.0
1995,-43153.0
1996,-43163.0
1997,-43200.0
1998,-43200.0
1999,-43200.0
2000,43018.0
2001,42833.0
2002,42138.0
2003,42094.0
2004,41869.0
2005,41867.0
2006,41724.0
2007,41699.0
2008,41267.0
2009,41050.0
2010,40986.0
2011,40933.0
2012,40552.0
2013,40393.0
2014,40339.0
2015,40253.0
2016,40152.0
2017,39972.0
2018,39800.0
2019,39735.0
2020,39427.0
2021,39311.0
2022,38959.0
2023,38935.0
2024,38828.0
2025,38817.0
2026,38703.0
2027,38587.0
2028,38549.0
2029,38518.0
2030,38516.0
2031,38476.0
2032,38245.0
2033,38223.0
2034,38220.0
2035,38207.0
2036,38159.0
2037,37980.0
2038,37815.0
2039,37578.0
2040,37543.0
2041,37514.0
2042,37453.0
2043,37391.0
2044,37352.0
2045,37246.0
2046,37213.0
2047,37181.0
2048,37000.0
2049,36931.0
2050,36727.0
2051,36712.0
2052,36496.0
2053,36423.0
2054,36266.0
2055,36111.0
2056,35974.0
2057,35935.0
2058,35661.0
2059,35622.0
2060,35045.0
2061,34889.0
2062,34817.0
2063,34805.0
2064,34792.0
2065,34706.0
2066,34695.0
2067,34501.0
2068,34343.0
2069,34205.0
2070,34056.0
2071,33772.0
2072,33497.0
2073,33442.0
2074,33350.0
2075,33142.0
2076,33026.0
2077,32941.0
2078,32846.0
2079,32815.0
2080,32788.0
2081,32669.0
2082,32617.0
2083,32569.0
2084,32555.0
2085,32530.0
2086,32519.0
2087,32499.0
2088,32463.0
2089,32460.0
2090,32458.0
2091,32402.0
2092,32400.0
2093,32202.0
2094,32131.0
2095,31964.0
2096,31953.0
2097,31587.0
2098,31539.0
2099,31532.0
2100,31500.0
2101,31131.0
2102,31092.0
2103,30990.0
2104,30790.0
2105,30759.0
2106,30600.0
2107,30598.0
2108,30562.0
2109,30486.0
2110,30338.0
2111,30230.0
2112,30040.0
2113,30023.0
2114,29942.0
2115,29941.0
2116,29843.0
2117,29758.0
2118,29646.0
2119,29586.0
2120,29575.0
2121,29565.0
2122,29559.0
2123,29456.0
2124,29218.0
2125,29138.0
2126,28973.0
2127,28961.0
2128,28957.0
2129,28814.0
2130,28814.0
2131,28802.0
2132,28802.0
2133,28801.0
2134,28679.0
2135,28666.0
2136,28592.0
2137,28546.0
2138,28253.0
2139,28190.0
2140,28127.0
2141,28024.0
2142,27991.0
2143,27955.0
2144,27899.0
2145,27738.0
2146,27733.0
2147,27529.0
2148,27462.0
2149,27439.0
2150,27345.0
2151,27292.0
2152,27240.0
2153,27112.0
2154,27020.0
2155,27000.0
2156,27000.0
2157,27000.0
2158,27000.0
2159,27000.0
2160,26860.0
2161,26841.0
2162,26683.0
2163,26633.0
2164,26469.0
2165,26326.0
2166,26094.0
2167,26061.0
2168,26037.0
2169,25947.0
2170,25938.0
2171,25876.0
2172,25788.0
2173,25774.0
2174,25375.0
2175,25354.0
2176,25268.0
2177,25262.0
2178,25231.0
2179,25203.0
2180,25202.0
2181,25151.0
2182,25147.0
2183,25029.0
2184,24954.0
2185,24807.0
2186,24517.0
2187,24503.0
2188,24447.0
2189,24355.0
2190,24227.0
2191,24226.0
2192,24223.0
2193,24217.0
2194,23963.0
2195,23862.0
2196,23795.0
2197,23746.0
2198,23713.0
2199,23413.0
2200,23404.0
2201,23401.0
2202,23400.0
2203,23336.0
2204,23325.0
2205,23206.0
2206,23205.0
2207,23175.0
2208,23138.0
2209,23087.0
2210,23053.0
2211,23010.0
2212,22804.0
2213,22804.0
2214,22800.0
2215,22800.0
2216,22742.0
2217,22680.0
2218,22542.0
2219,22440.0
2220,22280.0
2221,22132.0
2222,21844.0
2223,21763.0
2224,21650.0
2225,21602.0
2226,21601.0
2227,21600.0
2228,21600.0
2229,21552.0
2230,21548.0
2231,21504.0
2232,21391.0
2233,21380.0
2234,21060.0
2235,21029.0
2236,21000.0
2237,20963.0
2238,20865.0
2239,20760.0
2240,20658.0
2241,20475.0
2242,20375.0
2243,20253.0
2244,20211.0
2245,20100.0
2246,20064.0
2247,19863.0
2248,19707.0
2249,19528.0
2250,19497.0
2251,19471.0
2252,19404.0
2253,19340.0
2254,19242.0
2255,19233.0
2256,19070.0
2257,19037.0
2258,18943.0
2259,18844.0
2260,18546.0
2261,18535.0
2262,18482.0
2263,18399.0
2264,18164.0
2265,18108.0
2266,18077.0
2267,18035.0
2268,18013.0
2269,18005.0
2270,18001.0
2271,18001.0
2272,17828.0
2273,17543.0
2274,17411.0
2275,17313.0
2276,17179.0
2277,17162.0
2278,17103.0
2279,16858.0
2280,16639.0
2281,16571.0
2282,16388.0
2283,16324.0
2284,16223.0
2285,16143.0
2286,15873.0
2287,15753.0
2288,15343.0
2289,15152.0
2290,15062.0
2291,15031.0
2292,14966.0
2293,14911.0
2294,14648.0
2295,14625.0
2296,14401.0
2297,14226.0
2298,13498.0
2299,13420.0
2300,13028.0
2301,12876.0
2302,12854.0
2303,12613.0
2304,12590.0
2305,12482.0
2306,12365.0
2307,12353.0
2308,12162.0
2309,12015.0
2310,11773.0
2311,11673.0
2312,11658.0
2313,11429.0
2314,11356.0
2315,10999.0
2316,10883.0
2317,10860.0
2318,10858.0
2319,10597.0
2320,10595.0
2321,10382.0
2322,10143.0
2323,9740.0
2324,9738.0
2325,9534.0
2326,9257.0
2327,9052.0
2328,8937.0
2329,8866.0
2330,8733.0
2331,8694.0
2332,8429.0
2333,8409.0
2334,8341.0
2335,8205.0
2336,7944.0
2337,7502.0
2338,7490.0
2339,7488.0
2340,7425.0
2341,7389.0
2342,7244.0
2343,7240.0
2344,7222.0
2345,7205.0
2346,7017.0
2347,6765.0
2348,6713.0
2349,6670.0
2350,6606.0
2351,6600.0
2352,6166.0
2353,6137.0
2354,6042.0
2355,5881.0
2356,5826.0
2357,5802.0
2358,5760.0
2359,5626.0
2360,5613.0
2361,5505.0
2362,5356.0
2363,5321.0
2364,5267.0
2365,5071.0
2366,5026.0
2367,5026.0
2368,5025.0
2369,4997.0
2370,4797.0
2371,4751.0
2372,4552.0
2373,4299.0
2374,4119.0
2375,4097.0
2376,4089.0
2377,4006.0
2378,3946.0
2379,3883.0
2380,3833.0
2381,3737.0
2382,3657.0
2383,3656.0
2384,3616.0
2385,3600.0
2386,3579.0
2387,3577.0
2388,3551.0
2389,3529.0
2390,3511.0
2391,3488.0
2392,3473.0
2393,3246.0
2394,3123.0
2395,3120.0
2396,3104.0
2397,3042.0
2398,2872.0
2399,2778.0
2400,2748.0
2401,2712.0
2402,2663.0
2403,2553.0
2404,2386.0
2405,2305.0
2406,2206.0
2407,2176.0
2408,2103.0
2409,2084.0
2410,2071.0
2411,2021.0
2412,1992.0
2413,1982.0
2414,1884.0
2415,1856.0
2416,1802.0
2417,1790.0
2418,1790.0
2419,1762.0
2420,1599.0
2421,1578.0
2422,1569.0
2423,1558.0
2424,1549.0
2425,1515.0
2426,1500.0
2427,1492.0
2428,1472.0
2429,1461.0
2430,1429.0
2431,1422.0
2432,1416.0
2433,1378.0
2434,1359.0
2435,1354.0
2436,1350.0
2437,1313.0
2438,1241.0
2439,1234.0
2440,1204.0
2441,1194.0
2442,1180.0
2443,1172.0
2444,1107.0
2445,1101.0
2446,1088.0
2447,1088.0
2448,1087.0
2449,1067.0
2450,1005.0
2451,994.0
2452,969.0
2453,961.0
2454,925.0
2455,924.0
2456,884.0
2457,860.0
2458,859.0
2459,828.0
2460,751.0
2461,749.0
2462,735.0
2463,724.0
2464,697.0
2465,690.0
2466,675.0
2467,653.0
2468,630.0
2469,619.0
2470,614.0
2471,613.0
2472,612.0
2473,592.0
2474,588.0
2475,584.0
2476,520.0
2477,505.0
2478,498.0
2479,483.0
2480,459.0
2481,457.0
2482,449.0
2483,446.0
2484,441.0
2485,434.0
2486,428.0
2487,423.0
2488,418.0
2489,417.0
2490,414.0
2491,411.0
2492,400.0
2493,399.0
2494,393.0
2495,387.0
2496,386.0
2497,386.0
2498,385.0
2499,382.0
2500,369.0
2501,366.0
2502,360.0
2503,357.0
2504,352.0
2505,348.0
2506,343.0
2507,342.0
2508,337.0
2509,334.0
2510,329.0
2511,325.0
2512,315.0
2513,315.0
2514,312.0
2515,312.0
2516,306.0
2517,294.0
2518,288.0
2519,286.0
2520,273.0
2521,270.0
2522,265.0
2523,231.0
2524,229.0
2525,227.0
2526,220.0
2527,210.0
2528,209.0
2529,202.0
2530,199.0
2531,177.0
2532,172.0
2533,171.0
2534,166.0
2535,165.0
2536,163.0
2537,162.0
2538,162.0
2539,161.0
2540,160.0
2541,159.0
2542,158.0
2543,158.0
2544,157.0
2545,157.0
2546,157.0
2547,154.0
2548,154.0
2549,152.0
2550,152.0
2551,151.0
2552,150.0
2553,148.0
2554,148.0
2555,147.0
2556,146.0
2557,145.0
2558,143.0
2559,142.0
2560,142.0
2561,142.0
2562,138.0
2563,135.0
2564,135.0
2565,134.0
2566,133.0
2567,132.0
2568,129.0
2569,129.0
2570,128.0
2571,123.0
2572,123.0
2573,123.0
2574,121.0
2575,121.0
2576,121.0
2577,121.0
2578,121.0
2579,118.0
2580,117.0
2581,116.0
2582,115.0
2583,115.0
2584,114.0
2585,114.0
2586,114.0
2587,113.0
2588,112.0
2589,111.0
2590,111.0
2591,111.0
2592,110.0
2593,110.0
2594,110.0
2595,109.0
2596,109.0
2597,108.0
2598,108.0
2599,108.0
2600,108.0
2601,108.0
2602,108.0
2603,108.0
2604,108.0
2605,107.0
2606,107.0
2607,107.0
2608,107.0
2609,107.0
2610,107.0
2611,106.0
2612,106.0
2613,106.0
2614,106.0
2615,106.0
2616,105.0
2617,105.0
2618,105.0
2619,105.0
2620,105.0
2621,105.0
2622,104.0
2623,104.0
2624,104.0
2625,103.0
2626,103.0
2627,103.0
2628,102.0
2629,102.0
2630,101.0
2631,101.0
2632,101.0
2633,101.0
2634,101.0
2635,101.0
2636,101.0
2637,100.0
2638,100.0
2639,100.0
2640,100.0
2641,100.0
2642,100.0
2643,100.0
2644,100.0
2645,100.0
2646,99.0
2647,99.0
2648,99.0
2649,99.0
2650,99.0
2651,99.0
2652,98.0
2653,98.0
2654,98.0
2655,98.0
2656,98.0
2657,97.0
2658,97.0
2659,97.0
2660,97.0
2661,97.0
2662,97.0
2663,97.0
2664,97.0
2665,96.0
2666,96.0
2667,96.0
2668,96.0
2669,96.0
2670,96.0
2671,96.0
2672,96.0
2673,96.0
2674,95.0
2675,95.0
2676,95.0
2677,95.0
2678,95.0
2679,95.0
2680,95.0
2681,95.0
2682,95.0
2683,94.0
2684,94.0
2685,94.0
2686,94.0
2687,94.0
2688,94.0
2689,93.0
2690,93.0
2691,93.0
2692,93.0
2693,93.0
2694,93.0
2695,93.0
2696,92.0
2697,92.0
2698,92.0
2699,92.0
2700,92.0
2701,91.0
2702,91.0
2703,91.0
2704,91.0
2705,91.0
2706,91.0
2707,91.0
2708,90.0
2709,90.0
2710,90.0
2711,90.0
2712,90.0
2713,90.0
2714,89.0
2715,89.0
2716,89.0
2717,89.0
2718,89.0
2719,89.0
2720,89.0
2721,89.0
2722,89.0
2723,89.0
2724,89.0
2725,89.0
2726,89.0
2727,89.0
2728,89.0
2729,88.0
2730,88.0
2731,88.0
2732,88.0
2733,88.0
2734,88.0
2735,88.0
2736,88.0
2737,88.0
2738,88.0
2739,87.0
2740,87.0
2741,87.0
2742,87.0
2743,87.0
2744,87.0
2745,86.0
2746,86.0
2747,86.0
2748,86.0
2749,86.0
2750,86.0
2751,86.0
2752,86.0
2753,86.0
2754,86.0
2755,85.0
2756,85.0
2757,85.0
2758,85.0
2759,85.0
2760,84.0
2761,84.0
2762,84.0
2763,84.0
2764,84.0
2765,84.0
2766,83.0
2767,83.0
2768,83.0
2769,83.0
2770,83.0
2771,83.0
2772,83.0
2773,83.0
2774,82.0
2775,82.0
2776,82.0
2777,82.0
2778,82.0
2779,82.0
2780,82.0
2781,81.0
2782,81.0
2783,81.0
2784,81.0
2785,81.0
2786,81.0
2787,81.0
2788,81.0
2789,81.0
2790,80.0
2791,80.0
2792,80.0
2793,80.0
2794,80.0
2795,80.0
2796,79.0
2797,79.0
2798,79.0
2799,79.0
2800,79.0
2801,79.0
2802,79.0
2803,79.0
2804,79.0
2805,78.0
2806,78.0
2807,78.0
2808,78.0
2809,78.0
2810,78.0
2811,78.0
2812,78.0
2813,77.0
2814,77.0
2815,77.0
2816,77.0
2817,77.0
2818,76.0
2819,76.0
2820,76.0
2821,76.0
2822,76.0
2823,76.0
2824,76.0
2825,76.0
2826,75.0
2827,75.0
2828,75.0
2829,75.0
2830,75.0
2831,74.0
2832,74.0
2833,74.0
2834,74.0
2835,74.0
2836,74.0
2837,73.0
2838,73.0
2839,73.0
2840,73.0
2841,73.0
2842,73.0
2843,73.0
2844,73.0
2845,73.0
2846,73.0
2847,72.0
2848,72.0
2849,72.0
2850,72.0
2851,72.0
2852,72.0
2853,72.0
2854,71.0
2855,71.0
2856,71.0
2857,70.0
2858,70.0
2859,70.0
2860,70.0
2861,70.0
2862,70.0
2863,70.0
2864,70.0
2865,70.0
2866,69.0
2867,69.0
2868,68.0
2869,68.0
2870,68.0
2871,68.0
2872,67.0
2873,67.0
2874,67.0
2875,67.0
2876,67.0
2877,66.0
2878,66.0
2879,66.0
2880,66.0
2881,66.0
2882,66.0
2883,66.0
2884,66.0
2885,66.0
2886,66.0
2887,66.0
2888,66.0
2889,66.0
2890,66.0
2891,66.0
2892,65.0
2893,65.0
2894,65.0
2895,65.0
2896,65.0
2897,65.0
2898,65.0
2899,65.0
2900,65.0
2901,65.0
2902,65.0
2903,64.0
2904,64.0
2905,64.0
2906,64.0
2907,64.0
2908,64.0
2909,64.0
2910,63.0
2911,63.0
2912,63.0
2913,63.0
2914,63.0
2915,63.0
2916,63.0
2917,62.0
2918,62.0
2919,62.0
2920,62.0
2921,62.0
2922,62.0
2923,62.0
2924,62.0
2925,61.0
2926,61.0
2927,61.0
2928,61.0
2929,61.0
2930,61.0
2931,61.0
2932,61.0
2933,61.0
2934,60.0
2935,60.0
2936,60.0
2937,60.0
2938,60.0
2939,60.0
2940,60.0
2941,60.0
2942,60.0
2943,60.0
2944,60.0
2945,59.0
2946,59.0
2947,59.0
2948,59.0
2949,59.0
2950,59.0
2951,58.0
2952,58.0
2953,58.0
2954,58.0
2955,58.0
2956,58.0
2957,58.0
2958,58.0
2959,57.0
2960,57.0
2961,57.0
2962,57.0
2963,57.0
2964,57.0
2965,57.0
2966,57.0
2967,57.0
2968,56.0
2969,56.0
2970,56.0
2971,56.0
2972,56.0
2973,56.0
2974,56.0
2975,56.0
2976,56.0
2977,55.0
2978,55.0
2979,55.0
2980,55.0
2981,55.0
2982,55.0
2983,55.0
2984,54.0
2985,54.0
2986,54.0
2987,54.0
2988,54.0
2989,54.0
2990,54.0
2991,53.0
2992,53.0
2993,53.0
2994,53.0
2995,53.0
2996,52.0
2997,52.0
2998,52.0
2999,52.0
3000,52.0
3001,52.0
3002,52.0
3003,52.0
3004,52.0
3005,52.0
3006,52.0
3007,52.0
3008,52.0
3009,51.0
3010,51.0
3011,51.0
3012,51.0
3013,51.0
3014,51.0
3015,51.0
3016,51.0
3017,50.0
3018,50.0
3019,50.0
3020,50.0
3021,50.0
3022,50.0
3023,50.0
3024,50.0
3025,50.0
3026,49.0
3027,49.0
3028,49.0
3029,49.0
3030,49.0
3031,49.0
3032,48.0
3033,48.0
3034,48.0
3035,48.0
3036,48.0
3037,48.0
3038,48.0
3039,48.0
3040,48.0
3041,48.0
3042,48.0
3043,48.0
3044,48.0
3045,47.0
3046,47.0
3047,47.0
3048,47.0
3049,47.0
3050,47.0
3051,47.0
3052,47.0
3053,47.0
3054,47.0
3055,47.0
3056,47.0
3057,47.0
3058,46.0
3059,46.0
3060,46.0
3061,46.0
3062,46.0
3063,46.0
3064,46.0
3065,46.0
3066,46.0
3067,45.0
3068,45.0
3069,45.0
3070,45.0
3071,45.0
3072,45.0
3073,45.0
3074,45.0
3075,45.0
3076,45.0
3077,44.0
3078,44.0
3079,44.0
3080,44.0
3081,44.0
3082,44.0
3083,44.0
3084,44.0
3085,44.0
3086,44.0
3087,44.0
3088,43.0
3089,43.0
3090,43.0
3091,43.0
3092,43.0
3093,43.0
3094,43.0
3095,43.0
3096,43.0
3097,43.0
3098,43.0
3099,43.0
3100,43.0
3101,43.0
3102,42.0
3103,42.0
3104,42.0
3105,42.0
3106,42.0
3107,42.0
3108,42.0
3109,42.0
3110,41.0
3111,41.0
3112,41.0
3113,41.0
3114,41.0
3115,41.0
3116,41.0
3117,41.0
3118,41.0
3119,41.0
3120,41.0
3121,41.0
3122,40.0
3123,40.0
3124,40.0
3125,40.0
3126,40.0
3127,40.0
3128,40.0
3129,40.0
3130,40.0
3131,40.0
3132,40.0
3133,40.0
3134,40.0
3135,40.0
3136,40.0
3137,40.0
3138,39.0
3139,39.0
3140,39.0
3141,39.0
3142,39.0
3143,39.0
3144,39.0
3145,39.0
3146,39.0
3147,39.0
3148,39.0
3149,38.0
3150,38.0
3151,38.0
3152,38.0
3153,38.0
3154,38.0
3155,38.0
3156,38.0
3157,38.0
3158,38.0
3159,38.0
3160,38.0
3161,38.0
3162,38.0
3163,38.0
3164,38.0
3165,38.0
3166,37.0
3167,37.0
3168,37.0
3169,37.0
3170,37.0
3171,37.0
3172,37.0
3173,37.0
3174,37.0
3175,37.0
3176,37.0
3177,37.0
3178,36.0
3179,36.0
3180,36.0
3181,36.0
3182,36.0
3183,36.0
3184,36.0
3185,36.0
3186,36.0
3187,36.0
3188,35.0
3189,35.0
3190,35.0
3191,35.0
3192,35.0
3193,35.0
3194,35.0
3195,35.0
3196,35.0
3197,34.0
3198,34.0
3199,34.0
3200,34.0
3201,34.0
3202,34.0
3203,34.0
3204,34.0
3205,34.0
3206,34.0
3207,34.0
3208,34.0
3209,34.0
3210,34.0
3211,34.0
3212,34.0
3213,34.0
3214,33.0
3215,33.0
3216,33.0
3217,33.0
3218,33.0
3219,33.0
3220,33.0
3221,33.0
3222,33.0
3223,33.0
3224,33.0
3225,33.0
3226,33.0
3227,32.0
3228,31.0
3229,31.0
3230,31.0
3231,31.0
3232,31.0
3233,31.0
3234,30.0
3235,30.0
3236,30.0
3237,30.0
3238,30.0
3239,30.0
3240,30.0
3241,30.0
3242,30.0
3243,29.0
3244,29.0
3245,29.0
3246,29.0
3247,29.0
3248,29.0
3249,29.0
3250,28.0
3251,28.0
3252,28.0
3253,28.0
3254,28.0
3255,28.0
3256,28.0
3257,28.0
3258,28.0
3259,28.0
3260,28.0
3261,28.0
3262,27.0
3263,27.0
3264,27.0
3265,27.0
3266,27.0
3267,27.0
3268,27.0
3269,27.0
3270,27.0
3271,27.0
3272,27.0
3273,26.0
3274,26.0
3275,26.0
3276,26.0
3277,26.0
3278,26.0
3279,26.0
3280,26.0
3281,26.0
3282,26.0
3283,25.0
3284,25.0
3285,25.0
3286,25.0
3287,25.0
3288,24.0
3289,24.0
3290,24.0
3291,24.0
3292,24.0
3293,24.0
3294,24.0
3295,24.0
3296,23.0
3297,23.0
3298,23.0
3299,22.0
3300,22.0
3301,22.0
3302,22.0
3303,22.0
3304,22.0
3305,22.0
3306,22.0
3307,22.0
3308,22.0
3309,22.0
3310,22.0
3311,21.0
3312,21.0
3313,21.0
3314,21.0
3315,21.0
3316,21.0
3317,20.0
3318,20.0
3319,20.0
3320,20.0
3321,20.0
3322,20.0
3323,19.0
3324,19.0
3325,19.0
3326,19.0
3327,19.0
3328,19.0
3329,19.0
3330,19.0
3331,18.0
3332,18.0
3333,18.0
3334,18.0
3335,18.0
3336,18.0
3337,18.0
3338,18.0
3339,18.0
3340,18.0
3341,18.0
3342,17.0
3343,17.0
3344,17.0
3345,17.0
3346,16.0
3347,16.0
3348,16.0
3349,16.0
3350,16.0
3351,15.0
3352,15.0
3353,15.0
3354,15.0
3355,15.0
3356,14.0
3357,14.0
3358,14.0
3359,14.0
3360,13.0
3361,13.0
3362,13.0
3363,13.0
3364,13.0
3365,12.0
3366,12.0
3367,12.0
3368,12.0
3369,12.0
3370,11.0
3371,11.0
3372,10.0
3373,10.0
3374,10.0
3375,9.0
3376,9.0
3377,8.0
3378,7.0
3379,7.0
3380,7.0
3381,7.0
3382,5.0
3383,5.0
3384,5.0
3385,4.0
3386,4.0
3387,4.0
3388,3.0
3389,3.0
3390,2.0
3391,2.0
3392,2.0
3393,2.0
3394,2.0
3395,2.0
3396,2.0
3397,2.0
3398,2.0
3399,2.0
3400,2.0
3401,1.0
3402,1.0
3403,1.0
3404,1.0
3405,1.0
3406,1.0
3407,1.0
3408,0.0
3409,0.0
3410,0.0
3411,0.0
3412,0.0
3413,0.0
3414,-1.0
3415,-2.0
3416,-12.0
3417,-15.0
3418,-61.0
3419,-129.0
3420,-147.0
3421,-164.0
3422,-165.0
3423,-191.0
3424,-196.0
3425,-207.0
3426,-211.0
3427,-212.0
3428,-224.0
3429,-230.0
3430,-246.0
3431,-247.0
3432,-248.0
3433,-253.0
3434,-257.0
3435,-257.0
3436,-261.0
3437,-266.0
3438,-281.0
3439,-281.0
3440,-282.0
3441,-286.0
3442,-287.0
3443,-287.0
3444,-289.0
3445,-291.0
3446,-295.0
3447,-467.0
3448,-468.0
3449,-476.0
3450,-503.0
3451,-511.0
3452,-524.0
3453,-541.0
3454,-547.0
3455,-571.0
3456,-573.0
3457,-576.0
3458,-600.0
3459,-664.0
3460,-688.0
3461,-791.0
3462,-817.0
3463,-869.0
3464,-871.0
3465,-884.0
3466,-987.0
3467,-1191.0
3468,-1370.0
3469,-1432.0
3470,-1503.0
3471,-1543.0
3472,-1575.0
3473,-1581.0
3474,-1688.0
3475,-1725.0
3476,-1732.0
3477,-1800.0
3478,-1800.0
3479,-1800.0
3480,-1805.0
3481,-1858.0
3482,-1880.0
3483,-1917.0
3484,-2002.0
3485,-2011.0
3486,-2082.0
3487,-2096.0
3488,-2111.0
3489,-2130.0
3490,-2204.0
3491,-2219.0
3492,-2349.0
3493,-2378.0
3494,-2408.0
3495,-2420.0
3496,-2422.0
3497,-2425.0
3498,-2447.0
3499,-2460.0
3500,-2476.0
3501,-2542.0
3502,-2575.0
3503,-2620.0
3504,-2647.0
3505,-2700.0
3506,-2844.0
3507,-2862.0
3508,-2868.0
3509,-3078.0
3510,-3080.0
3511,-3113.0
3512,-3309.0
3513,-3487.0
3514,-3516.0
3515,-3530.0
3516,-3542.0
3517,-3573.0
3518,-3574.0
3519,-3591.0
3520,-3599.0
3521,-3755.0
3522,-3775.0
3523,-3889.0
3524,-3899.0
3525,-3945.0
3526,-3991.0
3527,-4071.0
3528,-4187.0
3529,-4197.0
3530,-4465.0
3531,-4831.0
3532,-4845.0
3533,-5141.0
3534,-5229.0
3535,-5246.0
3536,-5310.0
3537,-5320.0
3538,-5339.0
3539,-5430.0
3540,-5471.0
3541,-5521.0
3542,-5535.0
3543,-5724.0
3544,-5726.0
3545,-5821.0
3546,-5874.0
3547,-5935.0
3548,-5985.0
3549,-5989.0
3550,-6025.0
3551,-6142.0
3552,-6199.0
3553,-6210.0
3554,-6431.0
3555,-6445.0
3556,-6585.0
3557,-6643.0
3558,-6759.0
3559,-6796.0
3560,-7001.0
3561,-7143.0
3562,-7144.0
3563,-7147.0
3564,-7167.0
3565,-7198.0
3566,-7198.0
3567,-7200.0
3568,-7200.0
3569,-7453.0
3570,-7522.0
3571,-7618.0
3572,-7952.0
3573,-8046.0
3574,-8317.0
3575,-8344.0
3576,-8391.0
3577,-8450.0
3578,-8502.0
3579,-8518.0
3580,-8527.0
3581,-8538.0
3582,-8569.0
3583,-8621.0
3584,-9221.0
3585,-9323.0
3586,-9404.0
3587,-9417.0
3588,-9433.0
3589,-9593.0
3590,-9884.0
3591,-9888.0
3592,-9916.0
3593,-10033.0
3594,-10067.0
3595,-10089.0
3596,-10193.0
3597,-10247.0
3598,-10384.0
3599,-10429.0
3600,-10463.0
3601,-10511.0
3602,-10552.0
3603,-10659.0
3604,-10681.0
3605,-10757.0
3606,-10786.0
3607,-10834.0
3608,-10923.0
3609,-11010.0
3610,-11059.0
3611,-11063.0
3612,-11154.0
3613,-11239.0
3614,-11376.0
3615,-11427.0
3616,-11434.0
3617,-11606.0
3618,-11615.0
3619,-11671.0
3620,-11673.0
3621,-11697.0
3622,-11742.0
3623,-11819.0
3624,-11869.0
3625,-12210.0
3626,-12257.0
3627,-12259.0
3628,-12299.0
3629,-12303.0
3630,-12367.0
3631,-12422.0
3632,-12442.0
3633,-12460.0
3634,-12510.0
3635,-12633.0
3636,-12807.0
3637,-12813.0
3638,-13050.0
3639,-13057.0
3640,-13069.0
3641,-13192.0
3642,-13316.0
3643,-13455.0
3644,-13460.0
3645,-13625.0
3646,-13706.0
3647,-13731.0
3648,-13733.0
3649,-13798.0
3650,-13830.0
3651,-13945.0
3652,-14016.0
3653,-14025.0
3654,-14047.0
3655,-14080.0
3656,-14106.0
3657,-14120.0
3658,-14136.0
3659,-14143.0
3660,-14146.0
3661,-14253.0
3662,-14349.0
3663,-14369.0
3664,-14396.0
3665,-14400.0
3666,-14518.0
3667,-14527.0
3668,-14599.0
3669,-14902.0
3670,-15022.0
3671,-15208.0
3672,-15591.0
3673,-16019.0
3674,-16041.0
3675,-16200.0
3676,-16324.0
3677,-16410.0
3678,-16492.0
3679,-16510.0
3680,-16650.0
3681,-16822.0
3682,-17082.0
3683,-17213.0
3684,-17280.0
3685,-17343.0
3686,-17495.0
3687,-17646.0
3688,-17648.0
